weather tornado 1900, cosine similarity=0.08
rodent fudge 1990, cosine similarity=0.08

tree branch 1900, cosine similarity=0.35
tree branch 1910, cosine similarity=0.37
tree branch 1920, cosine similarity=0.36
tree branch 1930, cosine similarity=0.33
tree branch 1940, cosine similarity=0.33
tree branch 1950, cosine similarity=0.34
tree branch 1960, cosine similarity=0.31
tree branch 1970, cosine similarity=0.37
tree branch 1980, cosine similarity=0.38
tree branch 1990, cosine similarity=0.32

tree twig 1900, cosine similarity=0.42
tree twig 1910, cosine similarity=0.42
tree twig 1920, cosine similarity=0.42
tree twig 1930, cosine similarity=0.45
tree twig 1940, cosine similarity=0.51
tree twig 1950, cosine similarity=0.44
tree twig 1960, cosine similarity=0.43
tree twig 1970, cosine similarity=0.28
tree twig 1980, cosine similarity=0.36
tree twig 1990, cosine similarity=0.36

tree plaza 1900, cosine similarity=0.08
tree plaza 1910, cosine similarity=0.12
tree plaza 1920, cosine similarity=0.14
tree plaza 1930, cosine similarity=0.13
tree plaza 1940, cosine similarity=0.19
tree plaza 1950, cosine similarity=0.22
tree plaza 1960, cosine similarity=0.15
tree plaza 1970, cosine similarity=0.13
tree plaza 1980, cosine similarity=0.08
tree plaza 1990, cosine similarity=0.07

green grass 1900, cosine similarity=0.44
green grass 1910, cosine similarity=0.40
green grass 1920, cosine similarity=0.40
green grass 1930, cosine similarity=0.41
green grass 1940, cosine similarity=0.44
green grass 1950, cosine similarity=0.40
green grass 1960, cosine similarity=0.44
green grass 1970, cosine similarity=0.37
green grass 1980, cosine similarity=0.37
green grass 1990, cosine similarity=0.35

green frogs 1900, cosine similarity=0.15
green frogs 1910, cosine similarity=0.10
green frogs 1920, cosine similarity=0.11
green frogs 1930, cosine similarity=0.10
green frogs 1940, cosine similarity=0.12
green frogs 1950, cosine similarity=0.19
green frogs 1960, cosine similarity=0.12
green frogs 1970, cosine similarity=0.13
green frogs 1980, cosine similarity=0.16
green frogs 1990, cosine similarity=0.07

green giant 1900, cosine similarity=0.20
green giant 1910, cosine similarity=0.14
green giant 1920, cosine similarity=0.20
green giant 1930, cosine similarity=0.15
green giant 1940, cosine similarity=0.08
green giant 1950, cosine similarity=0.18
green giant 1960, cosine similarity=0.08
green giant 1970, cosine similarity=0.09
green giant 1980, cosine similarity=0.15
green giant 1990, cosine similarity=0.14

 fork 1900, cosine similarity=0.00
 fork 1910, cosine similarity=0.00
 fork 1920, cosine similarity=0.00
 fork 1930, cosine similarity=0.00
 fork 1940, cosine similarity=0.00
 fork 1950, cosine similarity=0.00
 fork 1960, cosine similarity=0.00
 fork 1970, cosine similarity=0.00
 fork 1980, cosine similarity=0.00
 fork 1990, cosine similarity=0.00

 mixer 1900, cosine similarity=0.00
 mixer 1910, cosine similarity=0.00
 mixer 1920, cosine similarity=0.00
 mixer 1930, cosine similarity=0.00
 mixer 1940, cosine similarity=0.00
 mixer 1950, cosine similarity=0.00
 mixer 1960, cosine similarity=0.00
 mixer 1970, cosine similarity=0.00
 mixer 1980, cosine similarity=0.00
 mixer 1990, cosine similarity=0.00

 text 1900, cosine similarity=0.00
 text 1910, cosine similarity=0.00
 text 1920, cosine similarity=0.00
 text 1930, cosine similarity=0.00
 text 1940, cosine similarity=0.00
 text 1950, cosine similarity=0.00
 text 1960, cosine similarity=0.00
 text 1970, cosine similarity=0.00
 text 1980, cosine similarity=0.00
 text 1990, cosine similarity=0.00

metal steel 1900, cosine similarity=0.51
metal steel 1910, cosine similarity=0.51
metal steel 1920, cosine similarity=0.51
metal steel 1930, cosine similarity=0.47
metal steel 1940, cosine similarity=0.55
metal steel 1950, cosine similarity=0.49
metal steel 1960, cosine similarity=0.52
metal steel 1970, cosine similarity=0.48
metal steel 1980, cosine similarity=0.46
metal steel 1990, cosine similarity=0.52

metal tin 1900, cosine similarity=0.49
metal tin 1910, cosine similarity=0.43
metal tin 1920, cosine similarity=0.44
metal tin 1930, cosine similarity=0.51
metal tin 1940, cosine similarity=0.43
metal tin 1950, cosine similarity=0.41
metal tin 1960, cosine similarity=0.41
metal tin 1970, cosine similarity=0.37
metal tin 1980, cosine similarity=0.37
metal tin 1990, cosine similarity=0.42

metal halo 1900, cosine similarity=0.07
metal halo 1910, cosine similarity=0.07
metal halo 1920, cosine similarity=0.12
metal halo 1930, cosine similarity=0.05
metal halo 1940, cosine similarity=0.00
metal halo 1950, cosine similarity=0.04
metal halo 1960, cosine similarity=0.04
metal halo 1970, cosine similarity=0.06
metal halo 1980, cosine similarity=0.08
metal halo 1990, cosine similarity=0.16

animal dog 1900, cosine similarity=0.34
animal dog 1910, cosine similarity=0.37
animal dog 1920, cosine similarity=0.39
animal dog 1930, cosine similarity=0.34
animal dog 1940, cosine similarity=0.36
animal dog 1950, cosine similarity=0.34
animal dog 1960, cosine similarity=0.39
animal dog 1970, cosine similarity=0.37
animal dog 1980, cosine similarity=0.33
animal dog 1990, cosine similarity=0.37

animal mouse 1900, cosine similarity=0.20
animal mouse 1910, cosine similarity=0.26
animal mouse 1920, cosine similarity=0.27
animal mouse 1930, cosine similarity=0.26
animal mouse 1940, cosine similarity=0.27
animal mouse 1950, cosine similarity=0.29
animal mouse 1960, cosine similarity=0.27
animal mouse 1970, cosine similarity=0.30
animal mouse 1980, cosine similarity=0.24
animal mouse 1990, cosine similarity=0.15

animal pink 1900, cosine similarity=0.05
animal pink 1910, cosine similarity=0.09
animal pink 1920, cosine similarity=0.12
animal pink 1930, cosine similarity=-0.01
animal pink 1940, cosine similarity=0.04
animal pink 1950, cosine similarity=0.03
animal pink 1960, cosine similarity=0.02
animal pink 1970, cosine similarity=0.04
animal pink 1980, cosine similarity=0.08
animal pink 1990, cosine similarity=0.09

bicycle wheel 1900, cosine similarity=0.34
bicycle wheel 1910, cosine similarity=0.35
bicycle wheel 1920, cosine similarity=0.34
bicycle wheel 1930, cosine similarity=0.37
bicycle wheel 1940, cosine similarity=0.37
bicycle wheel 1950, cosine similarity=0.42
bicycle wheel 1960, cosine similarity=0.35
bicycle wheel 1970, cosine similarity=0.38
bicycle wheel 1980, cosine similarity=0.32
bicycle wheel 1990, cosine similarity=0.34

bicycle lock 1900, cosine similarity=0.18
bicycle lock 1910, cosine similarity=0.15
bicycle lock 1920, cosine similarity=0.11
bicycle lock 1930, cosine similarity=0.18
bicycle lock 1940, cosine similarity=0.18
bicycle lock 1950, cosine similarity=0.17
bicycle lock 1960, cosine similarity=0.22
bicycle lock 1970, cosine similarity=0.21
bicycle lock 1980, cosine similarity=0.18
bicycle lock 1990, cosine similarity=0.11

bicycle store 1900, cosine similarity=0.03
bicycle store 1910, cosine similarity=0.17
bicycle store 1920, cosine similarity=0.14
bicycle store 1930, cosine similarity=0.22
bicycle store 1940, cosine similarity=0.19
bicycle store 1950, cosine similarity=0.21
bicycle store 1960, cosine similarity=0.14
bicycle store 1970, cosine similarity=0.16
bicycle store 1980, cosine similarity=0.07
bicycle store 1990, cosine similarity=0.10

wood oak 1900, cosine similarity=0.43
wood oak 1910, cosine similarity=0.35
wood oak 1920, cosine similarity=0.38
wood oak 1930, cosine similarity=0.36
wood oak 1940, cosine similarity=0.35
wood oak 1950, cosine similarity=0.30
wood oak 1960, cosine similarity=0.34
wood oak 1970, cosine similarity=0.31
wood oak 1980, cosine similarity=0.30
wood oak 1990, cosine similarity=0.29

wood elm 1900, cosine similarity=0.28
wood elm 1910, cosine similarity=0.24
wood elm 1920, cosine similarity=0.24
wood elm 1930, cosine similarity=0.29
wood elm 1940, cosine similarity=0.25
wood elm 1950, cosine similarity=0.26
wood elm 1960, cosine similarity=0.24
wood elm 1970, cosine similarity=0.25
wood elm 1980, cosine similarity=0.17
wood elm 1990, cosine similarity=0.13

wood key 1900, cosine similarity=0.07
wood key 1910, cosine similarity=0.03
wood key 1920, cosine similarity=0.09
wood key 1930, cosine similarity=0.04
wood key 1940, cosine similarity=0.02
wood key 1950, cosine similarity=0.02
wood key 1960, cosine similarity=0.02
wood key 1970, cosine similarity=0.01
wood key 1980, cosine similarity=-0.09
wood key 1990, cosine similarity=-0.03

season fall 1900, cosine similarity=0.15
season fall 1910, cosine similarity=0.17
season fall 1920, cosine similarity=0.18
season fall 1930, cosine similarity=0.09
season fall 1940, cosine similarity=0.15
season fall 1950, cosine similarity=0.18
season fall 1960, cosine similarity=0.14
season fall 1970, cosine similarity=0.19
season fall 1980, cosine similarity=0.14
season fall 1990, cosine similarity=0.18

season hunting 1900, cosine similarity=0.25
season hunting 1910, cosine similarity=0.23
season hunting 1920, cosine similarity=0.23
season hunting 1930, cosine similarity=0.29
season hunting 1940, cosine similarity=0.25
season hunting 1950, cosine similarity=0.26
season hunting 1960, cosine similarity=0.26
season hunting 1970, cosine similarity=0.23
season hunting 1980, cosine similarity=0.27
season hunting 1990, cosine similarity=0.21

season force 1900, cosine similarity=-0.06
season force 1910, cosine similarity=-0.05
season force 1920, cosine similarity=-0.00
season force 1930, cosine similarity=0.00
season force 1940, cosine similarity=-0.06
season force 1950, cosine similarity=-0.03
season force 1960, cosine similarity=-0.03
season force 1970, cosine similarity=-0.01
season force 1980, cosine similarity=-0.01
season force 1990, cosine similarity=-0.03

music rap 1900, cosine similarity=0.05
music rap 1910, cosine similarity=0.05
music rap 1920, cosine similarity=0.06
music rap 1930, cosine similarity=-0.02
music rap 1940, cosine similarity=0.08
music rap 1950, cosine similarity=0.01
music rap 1960, cosine similarity=0.08
music rap 1970, cosine similarity=0.11
music rap 1980, cosine similarity=0.03
music rap 1990, cosine similarity=0.27

music gospel 1900, cosine similarity=0.13
music gospel 1910, cosine similarity=0.04
music gospel 1920, cosine similarity=0.07
music gospel 1930, cosine similarity=0.09
music gospel 1940, cosine similarity=0.14
music gospel 1950, cosine similarity=0.10
music gospel 1960, cosine similarity=0.08
music gospel 1970, cosine similarity=0.19
music gospel 1980, cosine similarity=0.19
music gospel 1990, cosine similarity=0.15

music riot 1900, cosine similarity=0.08
music riot 1910, cosine similarity=0.05
music riot 1920, cosine similarity=0.15
music riot 1930, cosine similarity=0.10
music riot 1940, cosine similarity=0.16
music riot 1950, cosine similarity=0.09
music riot 1960, cosine similarity=0.05
music riot 1970, cosine similarity=0.03
music riot 1980, cosine similarity=0.07
music riot 1990, cosine similarity=0.17

instrument flute 1900, cosine similarity=0.23
instrument flute 1910, cosine similarity=0.25
instrument flute 1920, cosine similarity=0.29
instrument flute 1930, cosine similarity=0.25
instrument flute 1940, cosine similarity=0.26
instrument flute 1950, cosine similarity=0.24
instrument flute 1960, cosine similarity=0.24
instrument flute 1970, cosine similarity=0.29
instrument flute 1980, cosine similarity=0.26
instrument flute 1990, cosine similarity=0.27

instrument harp 1900, cosine similarity=0.27
instrument harp 1910, cosine similarity=0.21
instrument harp 1920, cosine similarity=0.29
instrument harp 1930, cosine similarity=0.23
instrument harp 1940, cosine similarity=0.21
instrument harp 1950, cosine similarity=0.22
instrument harp 1960, cosine similarity=0.25
instrument harp 1970, cosine similarity=0.31
instrument harp 1980, cosine similarity=0.28
instrument harp 1990, cosine similarity=0.26

instrument snap 1900, cosine similarity=0.09
instrument snap 1910, cosine similarity=0.03
instrument snap 1920, cosine similarity=-0.11
instrument snap 1930, cosine similarity=-0.04
instrument snap 1940, cosine similarity=0.05
instrument snap 1950, cosine similarity=-0.02
instrument snap 1960, cosine similarity=0.07
instrument snap 1970, cosine similarity=0.03
instrument snap 1980, cosine similarity=0.04
instrument snap 1990, cosine similarity=0.01

bread white 1900, cosine similarity=0.15
bread white 1910, cosine similarity=0.06
bread white 1920, cosine similarity=0.15
bread white 1930, cosine similarity=0.19
bread white 1940, cosine similarity=0.19
bread white 1950, cosine similarity=0.16
bread white 1960, cosine similarity=0.14
bread white 1970, cosine similarity=0.18
bread white 1980, cosine similarity=0.14
bread white 1990, cosine similarity=0.13

bread french 1900, cosine similarity=-0.15
bread french 1910, cosine similarity=-0.11
bread french 1920, cosine similarity=-0.14
bread french 1930, cosine similarity=-0.09
bread french 1940, cosine similarity=-0.04
bread french 1950, cosine similarity=-0.12
bread french 1960, cosine similarity=-0.02
bread french 1970, cosine similarity=0.02
bread french 1980, cosine similarity=0.07
bread french 1990, cosine similarity=0.09

bread ruins 1900, cosine similarity=-0.08
bread ruins 1910, cosine similarity=-0.02
bread ruins 1920, cosine similarity=-0.10
bread ruins 1930, cosine similarity=-0.11
bread ruins 1940, cosine similarity=-0.05
bread ruins 1950, cosine similarity=-0.02
bread ruins 1960, cosine similarity=-0.05
bread ruins 1970, cosine similarity=0.00
bread ruins 1980, cosine similarity=0.02
bread ruins 1990, cosine similarity=0.04

fuel gas 1900, cosine similarity=0.43
fuel gas 1910, cosine similarity=0.42
fuel gas 1920, cosine similarity=0.42
fuel gas 1930, cosine similarity=0.47
fuel gas 1940, cosine similarity=0.43
fuel gas 1950, cosine similarity=0.45
fuel gas 1960, cosine similarity=0.43
fuel gas 1970, cosine similarity=0.49
fuel gas 1980, cosine similarity=0.40
fuel gas 1990, cosine similarity=0.46

fuel coal 1900, cosine similarity=0.53
fuel coal 1910, cosine similarity=0.46
fuel coal 1920, cosine similarity=0.49
fuel coal 1930, cosine similarity=0.49
fuel coal 1940, cosine similarity=0.44
fuel coal 1950, cosine similarity=0.44
fuel coal 1960, cosine similarity=0.41
fuel coal 1970, cosine similarity=0.53
fuel coal 1980, cosine similarity=0.45
fuel coal 1990, cosine similarity=0.44

fuel kid 1900, cosine similarity=0.02
fuel kid 1910, cosine similarity=-0.06
fuel kid 1920, cosine similarity=-0.07
fuel kid 1930, cosine similarity=-0.11
fuel kid 1940, cosine similarity=-0.03
fuel kid 1950, cosine similarity=-0.01
fuel kid 1960, cosine similarity=0.03
fuel kid 1970, cosine similarity=-0.04
fuel kid 1980, cosine similarity=-0.04
fuel kid 1990, cosine similarity=-0.01

hikers boots 1900, cosine similarity=0.00
hikers boots 1910, cosine similarity=0.00
hikers boots 1920, cosine similarity=0.00
hikers boots 1930, cosine similarity=0.00
hikers boots 1940, cosine similarity=0.00
hikers boots 1950, cosine similarity=0.00
hikers boots 1960, cosine similarity=0.00
hikers boots 1970, cosine similarity=0.00
hikers boots 1980, cosine similarity=0.16
hikers boots 1990, cosine similarity=0.22

hikers compass 1900, cosine similarity=0.00
hikers compass 1910, cosine similarity=0.00
hikers compass 1920, cosine similarity=0.00
hikers compass 1930, cosine similarity=0.00
