dad mom 1930, cosine similarity=0.00
everything sucks 1960, cosine similarity=-0.01
everything sucks 1970, cosine similarity=-0.02
everything sucks 1980, cosine similarity=0.09

everything else 1930, cosine similarity=0.57
everything else 1940, cosine similarity=0.57
everything else 1950, cosine similarity=0.57
everything else 1960, cosine similarity=0.56
everything else 1970, cosine similarity=0.59
everything else 1980, cosine similarity=0.59

evict out 1930, cosine similarity=0.00
evict out 1940, cosine similarity=0.00
evict out 1950, cosine similarity=0.00
evict out 1960, cosine similarity=0.00
evict out 1970, cosine similarity=0.11
evict out 1980, cosine similarity=0.09

evict leave 1930, cosine similarity=0.00
evict leave 1940, cosine similarity=0.00
evict leave 1950, cosine similarity=0.00
evict leave 1960, cosine similarity=0.00
evict leave 1970, cosine similarity=0.09
evict leave 1980, cosine similarity=0.11

evict kick out 1930, cosine similarity=0.00
evict kick out 1940, cosine similarity=0.00
evict kick out 1950, cosine similarity=0.00
evict kick out 1960, cosine similarity=0.00
evict kick out 1970, cosine similarity=0.00
evict kick out 1980, cosine similarity=0.00

evict throw out 1930, cosine similarity=0.00
evict throw out 1940, cosine similarity=0.00
evict throw out 1950, cosine similarity=0.00
evict throw out 1960, cosine similarity=0.00
evict throw out 1970, cosine similarity=0.00
evict throw out 1980, cosine similarity=0.00

evict apartment 1930, cosine similarity=0.00
evict apartment 1940, cosine similarity=0.00
evict apartment 1950, cosine similarity=0.00
evict apartment 1960, cosine similarity=0.00
evict apartment 1970, cosine similarity=0.19
evict apartment 1980, cosine similarity=0.18

evict rent 1930, cosine similarity=0.00
evict rent 1940, cosine similarity=0.00
evict rent 1950, cosine similarity=0.00
evict rent 1960, cosine similarity=0.00
evict rent 1970, cosine similarity=0.31
evict rent 1980, cosine similarity=0.33

evict criminal 1930, cosine similarity=0.00
evict criminal 1940, cosine similarity=0.00
evict criminal 1950, cosine similarity=0.00
evict criminal 1960, cosine similarity=0.00
evict criminal 1970, cosine similarity=0.04
evict criminal 1980, cosine similarity=0.09

evict homeless 1930, cosine similarity=0.00
evict homeless 1940, cosine similarity=0.00
evict homeless 1950, cosine similarity=0.00
evict homeless 1960, cosine similarity=0.00
evict homeless 1970, cosine similarity=0.06
evict homeless 1980, cosine similarity=0.07

evict remove 1930, cosine similarity=0.00
evict remove 1940, cosine similarity=0.00
evict remove 1950, cosine similarity=0.00
evict remove 1960, cosine similarity=0.00
evict remove 1970, cosine similarity=0.14
evict remove 1980, cosine similarity=0.07

evict throw 1930, cosine similarity=0.00
evict throw 1940, cosine similarity=0.00
evict throw 1950, cosine similarity=0.00
evict throw 1960, cosine similarity=0.00
evict throw 1970, cosine similarity=0.03
evict throw 1980, cosine similarity=0.13

evict convict 1930, cosine similarity=0.00
evict convict 1940, cosine similarity=0.00
evict convict 1950, cosine similarity=0.00
evict convict 1960, cosine similarity=0.00
evict convict 1970, cosine similarity=0.20
evict convict 1980, cosine similarity=0.24

evict gone 1930, cosine similarity=0.00
evict gone 1940, cosine similarity=0.00
evict gone 1950, cosine similarity=0.00
evict gone 1960, cosine similarity=0.00
evict gone 1970, cosine similarity=-0.00
evict gone 1980, cosine similarity=-0.03

evict house 1930, cosine similarity=0.00
evict house 1940, cosine similarity=0.00
evict house 1950, cosine similarity=0.00
evict house 1960, cosine similarity=0.00
evict house 1970, cosine similarity=0.06
evict house 1980, cosine similarity=0.14

evict move 1930, cosine similarity=0.00
evict move 1940, cosine similarity=0.00
evict move 1950, cosine similarity=0.00
evict move 1960, cosine similarity=0.00
evict move 1970, cosine similarity=0.05
evict move 1980, cosine similarity=0.07

evict poor 1930, cosine similarity=0.00
evict poor 1940, cosine similarity=0.00
evict poor 1950, cosine similarity=0.00
evict poor 1960, cosine similarity=0.00
evict poor 1970, cosine similarity=-0.02
evict poor 1980, cosine similarity=0.13

evict rid 1930, cosine similarity=0.00
evict rid 1940, cosine similarity=0.00
evict rid 1950, cosine similarity=0.00
evict rid 1960, cosine similarity=0.00
evict rid 1970, cosine similarity=0.12
evict rid 1980, cosine similarity=0.07

evict tenant 1930, cosine similarity=0.00
evict tenant 1940, cosine similarity=0.00
evict tenant 1950, cosine similarity=0.00
evict tenant 1960, cosine similarity=0.00
evict tenant 1970, cosine similarity=0.47
evict tenant 1980, cosine similarity=0.56

evict boot 1930, cosine similarity=0.00
evict boot 1940, cosine similarity=0.00
evict boot 1950, cosine similarity=0.00
evict boot 1960, cosine similarity=0.00
evict boot 1970, cosine similarity=0.21
evict boot 1980, cosine similarity=0.13

evict charge 1930, cosine similarity=0.00
evict charge 1940, cosine similarity=0.00
evict charge 1950, cosine similarity=0.00
evict charge 1960, cosine similarity=0.00
evict charge 1970, cosine similarity=0.13
evict charge 1980, cosine similarity=0.06

evict landlord 1930, cosine similarity=0.00
evict landlord 1940, cosine similarity=0.00
evict landlord 1950, cosine similarity=0.00
evict landlord 1960, cosine similarity=0.00
evict landlord 1970, cosine similarity=0.45
evict landlord 1980, cosine similarity=0.55

evidence proof 1930, cosine similarity=0.54
evidence proof 1940, cosine similarity=0.48
evidence proof 1950, cosine similarity=0.47
evidence proof 1960, cosine similarity=0.49
evidence proof 1970, cosine similarity=0.49
evidence proof 1980, cosine similarity=0.48

evidence crime 1930, cosine similarity=0.15
evidence crime 1940, cosine similarity=0.13
evidence crime 1950, cosine similarity=0.13
evidence crime 1960, cosine similarity=0.10
evidence crime 1970, cosine similarity=0.17
evidence crime 1980, cosine similarity=0.21

evidence guilty 1930, cosine similarity=0.19
evidence guilty 1940, cosine similarity=0.17
evidence guilty 1950, cosine similarity=0.17
evidence guilty 1960, cosine similarity=0.18
evidence guilty 1970, cosine similarity=0.21
evidence guilty 1980, cosine similarity=0.16

evidence court 1930, cosine similarity=0.16
evidence court 1940, cosine similarity=0.23
evidence court 1950, cosine similarity=0.21
evidence court 1960, cosine similarity=0.25
evidence court 1970, cosine similarity=0.19
evidence court 1980, cosine similarity=0.22

evidence clue 1930, cosine similarity=0.23
evidence clue 1940, cosine similarity=0.22
evidence clue 1950, cosine similarity=0.19
evidence clue 1960, cosine similarity=0.24
evidence clue 1970, cosine similarity=0.22
evidence clue 1980, cosine similarity=0.19

evidence trial 1930, cosine similarity=0.25
evidence trial 1940, cosine similarity=0.24
evidence trial 1950, cosine similarity=0.21
evidence trial 1960, cosine similarity=0.25
evidence trial 1970, cosine similarity=0.26
evidence trial 1980, cosine similarity=0.27

evidence case 1930, cosine similarity=0.26
evidence case 1940, cosine similarity=0.22
evidence case 1950, cosine similarity=0.26
evidence case 1960, cosine similarity=0.26
evidence case 1970, cosine similarity=0.21
evidence case 1980, cosine similarity=0.21

evidence police 1930, cosine similarity=0.07
evidence police 1940, cosine similarity=0.09
evidence police 1950, cosine similarity=0.10
evidence police 1960, cosine similarity=0.11
evidence police 1970, cosine similarity=0.06
evidence police 1980, cosine similarity=0.14

evidence blood 1930, cosine similarity=0.00
evidence blood 1940, cosine similarity=0.06
evidence blood 1950, cosine similarity=0.03
evidence blood 1960, cosine similarity=0.10
evidence blood 1970, cosine similarity=0.06
evidence blood 1980, cosine similarity=0.07

evidence prove 1930, cosine similarity=0.40
evidence prove 1940, cosine similarity=0.35
evidence prove 1950, cosine similarity=0.39
evidence prove 1960, cosine similarity=0.46
evidence prove 1970, cosine similarity=0.41
evidence prove 1980, cosine similarity=0.34

evidence caught 1930, cosine similarity=-0.01
evidence caught 1940, cosine similarity=-0.09
evidence caught 1950, cosine similarity=-0.08
evidence caught 1960, cosine similarity=-0.04
evidence caught 1970, cosine similarity=0.01
evidence caught 1980, cosine similarity=-0.03

evidence cop 1930, cosine similarity=-0.14
evidence cop 1940, cosine similarity=-0.10
evidence cop 1950, cosine similarity=-0.03
evidence cop 1960, cosine similarity=0.00
evidence cop 1970, cosine similarity=-0.08
evidence cop 1980, cosine similarity=-0.05

evidence fact 1930, cosine similarity=0.21
evidence fact 1940, cosine similarity=0.25
evidence fact 1950, cosine similarity=0.30
evidence fact 1960, cosine similarity=0.24
evidence fact 1970, cosine similarity=0.28
evidence fact 1980, cosine similarity=0.26

evidence law 1930, cosine similarity=0.17
evidence law 1940, cosine similarity=0.10
evidence law 1950, cosine similarity=0.12
evidence law 1960, cosine similarity=0.14
evidence law 1970, cosine similarity=0.06
evidence law 1980, cosine similarity=0.10

evidence material 1930, cosine similarity=0.30
evidence material 1940, cosine similarity=0.17
evidence material 1950, cosine similarity=0.22
evidence material 1960, cosine similarity=0.24
evidence material 1970, cosine similarity=0.12
evidence material 1980, cosine similarity=0.14

evidence witness 1930, cosine similarity=0.37
evidence witness 1940, cosine similarity=0.33
evidence witness 1950, cosine similarity=0.38
evidence witness 1960, cosine similarity=0.40
evidence witness 1970, cosine similarity=0.33
evidence witness 1980, cosine similarity=0.37

evil good 1930, cosine similarity=0.32
evil good 1940, cosine similarity=0.39
evil good 1950, cosine similarity=0.36
evil good 1960, cosine similarity=0.39
evil good 1970, cosine similarity=0.39
evil good 1980, cosine similarity=0.36

evil devil 1930, cosine similarity=0.27
evil devil 1940, cosine similarity=0.30
evil devil 1950, cosine similarity=0.32
evil devil 1960, cosine similarity=0.30
evil devil 1970, cosine similarity=0.28
evil devil 1980, cosine similarity=0.32

evil bad 1930, cosine similarity=0.36
evil bad 1940, cosine similarity=0.38
evil bad 1950, cosine similarity=0.42
evil bad 1960, cosine similarity=0.37
evil bad 1970, cosine similarity=0.41
evil bad 1980, cosine similarity=0.35

evil wicked 1930, cosine similarity=0.44
evil wicked 1940, cosine similarity=0.37
evil wicked 1950, cosine similarity=0.48
evil wicked 1960, cosine similarity=0.49
evil wicked 1970, cosine similarity=0.47
evil wicked 1980, cosine similarity=0.51

evil eye 1930, cosine similarity=0.21
evil eye 1940, cosine similarity=0.21
evil eye 1950, cosine similarity=0.20
evil eye 1960, cosine similarity=0.22
evil eye 1970, cosine similarity=0.22
evil eye 1980, cosine similarity=0.22

evil mean 1930, cosine similarity=0.13
evil mean 1940, cosine similarity=0.10
evil mean 1950, cosine similarity=0.07
evil mean 1960, cosine similarity=0.10
evil mean 1970, cosine similarity=0.13
evil mean 1980, cosine similarity=0.16

evil satan 1930, cosine similarity=0.32
evil satan 1940, cosine similarity=0.33
evil satan 1950, cosine similarity=0.30
evil satan 1960, cosine similarity=0.39
evil satan 1970, cosine similarity=0.40
evil satan 1980, cosine similarity=0.38

evil witch 1930, cosine similarity=0.15
evil witch 1940, cosine similarity=0.16
evil witch 1950, cosine similarity=0.17
evil witch 1960, cosine similarity=0.08
evil witch 1970, cosine similarity=0.17
evil witch 1980, cosine similarity=0.16

evil cruel 1930, cosine similarity=0.24
evil cruel 1940, cosine similarity=0.24
evil cruel 1950, cosine similarity=0.29
evil cruel 1960, cosine similarity=0.28
evil cruel 1970, cosine similarity=0.28
evil cruel 1980, cosine similarity=0.23

evil nice 1930, cosine similarity=0.07
evil nice 1940, cosine similarity=-0.01
evil nice 1950, cosine similarity=0.01
evil nice 1960, cosine similarity=0.02
evil nice 1970, cosine similarity=-0.02
evil nice 1980, cosine similarity=0.03

evil sin 1930, cosine similarity=0.40
evil sin 1940, cosine similarity=0.41
evil sin 1950, cosine similarity=0.39
evil sin 1960, cosine similarity=0.43
evil sin 1970, cosine similarity=0.41
evil sin 1980, cosine similarity=0.39

ewe sheep 1930, cosine similarity=0.33
ewe sheep 1940, cosine similarity=0.30
ewe sheep 1950, cosine similarity=0.24
ewe sheep 1960, cosine similarity=0.25
ewe sheep 1970, cosine similarity=0.25
ewe sheep 1980, cosine similarity=0.26

ewe animal 1930, cosine similarity=0.17
ewe animal 1940, cosine similarity=0.16
ewe animal 1950, cosine similarity=0.22
ewe animal 1960, cosine similarity=0.11
ewe animal 1970, cosine similarity=0.04
ewe animal 1980, cosine similarity=0.11

ewe lamb 1930, cosine similarity=0.33
ewe lamb 1940, cosine similarity=0.28
ewe lamb 1950, cosine similarity=0.33
ewe lamb 1960, cosine similarity=0.21
ewe lamb 1970, cosine similarity=0.26
ewe lamb 1980, cosine similarity=0.23

ewe goat 1930, cosine similarity=0.38
ewe goat 1940, cosine similarity=0.34
ewe goat 1950, cosine similarity=0.35
ewe goat 1960, cosine similarity=0.23
ewe goat 1970, cosine similarity=0.26
ewe goat 1980, cosine similarity=0.29

ewe deer 1930, cosine similarity=0.16
ewe deer 1940, cosine similarity=0.20
ewe deer 1950, cosine similarity=0.19
ewe deer 1960, cosine similarity=0.21
ewe deer 1970, cosine similarity=0.14
ewe deer 1980, cosine similarity=0.13

ewe cow 1930, cosine similarity=0.31
ewe cow 1940, cosine similarity=0.30
ewe cow 1950, cosine similarity=0.29
ewe cow 1960, cosine similarity=0.26
ewe cow 1970, cosine similarity=0.23
ewe cow 1980, cosine similarity=0.34

ewe gross 1930, cosine similarity=0.10
ewe gross 1940, cosine similarity=0.01
ewe gross 1950, cosine similarity=0.08
ewe gross 1960, cosine similarity=0.01
ewe gross 1970, cosine similarity=0.02
ewe gross 1980, cosine similarity=0.02

ewe doe 1930, cosine similarity=0.09
ewe doe 1940, cosine similarity=0.22
ewe doe 1950, cosine similarity=0.13
