a b 1930, cosine similarity=0.16
belong to 1930, cosine similarity=0.12
belong to 1940, cosine similarity=0.05
belong to 1950, cosine similarity=0.17
belong to 1960, cosine similarity=0.12
belong to 1970, cosine similarity=0.21
belong to 1980, cosine similarity=0.19

belong acceptance 1930, cosine similarity=-0.05
belong acceptance 1940, cosine similarity=-0.10
belong acceptance 1950, cosine similarity=-0.05
belong acceptance 1960, cosine similarity=-0.05
belong acceptance 1970, cosine similarity=-0.01
belong acceptance 1980, cosine similarity=-0.01

belong happy 1930, cosine similarity=0.05
belong happy 1940, cosine similarity=0.09
belong happy 1950, cosine similarity=0.09
belong happy 1960, cosine similarity=0.05
belong happy 1970, cosine similarity=0.09
belong happy 1980, cosine similarity=0.13

belong include 1930, cosine similarity=0.25
belong include 1940, cosine similarity=0.15
belong include 1950, cosine similarity=0.14
belong include 1960, cosine similarity=0.19
belong include 1970, cosine similarity=0.08
belong include 1980, cosine similarity=0.15

belong love 1930, cosine similarity=0.02
belong love 1940, cosine similarity=0.14
belong love 1950, cosine similarity=0.07
belong love 1960, cosine similarity=0.07
belong love 1970, cosine similarity=0.18
belong love 1980, cosine similarity=0.16

belong property 1930, cosine similarity=0.14
belong property 1940, cosine similarity=0.15
belong property 1950, cosine similarity=0.15
belong property 1960, cosine similarity=0.14
belong property 1970, cosine similarity=0.16
belong property 1980, cosine similarity=0.18

belong to have 1930, cosine similarity=0.00
belong to have 1940, cosine similarity=0.00
belong to have 1950, cosine similarity=0.00
belong to have 1960, cosine similarity=0.00
belong to have 1970, cosine similarity=0.00
belong to have 1980, cosine similarity=0.00

below above 1930, cosine similarity=0.60
below above 1940, cosine similarity=0.60
below above 1950, cosine similarity=0.65
below above 1960, cosine similarity=0.63
below above 1970, cosine similarity=0.63
below above 1980, cosine similarity=0.67

below under 1930, cosine similarity=0.11
below under 1940, cosine similarity=0.09
below under 1950, cosine similarity=0.09
below under 1960, cosine similarity=0.17
below under 1970, cosine similarity=0.13
below under 1980, cosine similarity=0.16

below down 1930, cosine similarity=0.18
below down 1940, cosine similarity=0.13
below down 1950, cosine similarity=0.25
below down 1960, cosine similarity=0.16
below down 1970, cosine similarity=0.18
below down 1980, cosine similarity=0.24

below beneath 1930, cosine similarity=0.31
below beneath 1940, cosine similarity=0.32
below beneath 1950, cosine similarity=0.29
below beneath 1960, cosine similarity=0.30
below beneath 1970, cosine similarity=0.30
below beneath 1980, cosine similarity=0.29

below water 1930, cosine similarity=0.20
below water 1940, cosine similarity=0.16
below water 1950, cosine similarity=0.15
below water 1960, cosine similarity=0.10
below water 1970, cosine similarity=0.18
below water 1980, cosine similarity=0.19

below basement 1930, cosine similarity=0.12
below basement 1940, cosine similarity=0.18
below basement 1950, cosine similarity=0.17
below basement 1960, cosine similarity=0.11
below basement 1970, cosine similarity=0.11
below basement 1980, cosine similarity=0.05

below level 1930, cosine similarity=0.41
below level 1940, cosine similarity=0.45
below level 1950, cosine similarity=0.43
below level 1960, cosine similarity=0.33
below level 1970, cosine similarity=0.38
below level 1980, cosine similarity=0.41

below over 1930, cosine similarity=0.08
below over 1940, cosine similarity=-0.01
below over 1950, cosine similarity=0.09
below over 1960, cosine similarity=0.06
below over 1970, cosine similarity=0.11
below over 1980, cosine similarity=0.11

below sub 1930, cosine similarity=0.14
below sub 1940, cosine similarity=0.19
below sub 1950, cosine similarity=0.16
below sub 1960, cosine similarity=0.20
below sub 1970, cosine similarity=0.20
below sub 1980, cosine similarity=0.21

belt pants 1930, cosine similarity=0.22
belt pants 1940, cosine similarity=0.19
belt pants 1950, cosine similarity=0.26
belt pants 1960, cosine similarity=0.33
belt pants 1970, cosine similarity=0.33
belt pants 1980, cosine similarity=0.31

belt buckle 1930, cosine similarity=0.21
belt buckle 1940, cosine similarity=0.25
belt buckle 1950, cosine similarity=0.29
belt buckle 1960, cosine similarity=0.27
belt buckle 1970, cosine similarity=0.26
belt buckle 1980, cosine similarity=0.32

belt loop 1930, cosine similarity=0.23
belt loop 1940, cosine similarity=0.23
belt loop 1950, cosine similarity=0.17
belt loop 1960, cosine similarity=0.12
belt loop 1970, cosine similarity=0.12
belt loop 1980, cosine similarity=0.11

belt waist 1930, cosine similarity=0.43
belt waist 1940, cosine similarity=0.40
belt waist 1950, cosine similarity=0.42
belt waist 1960, cosine similarity=0.42
belt waist 1970, cosine similarity=0.40
belt waist 1980, cosine similarity=0.42

belt hit 1930, cosine similarity=0.14
belt hit 1940, cosine similarity=0.12
belt hit 1950, cosine similarity=0.18
belt hit 1960, cosine similarity=0.19
belt hit 1970, cosine similarity=0.17
belt hit 1980, cosine similarity=0.18

belt leather 1930, cosine similarity=0.28
belt leather 1940, cosine similarity=0.28
belt leather 1950, cosine similarity=0.37
belt leather 1960, cosine similarity=0.35
belt leather 1970, cosine similarity=0.33
belt leather 1980, cosine similarity=0.37

belt tie 1930, cosine similarity=0.19
belt tie 1940, cosine similarity=0.15
belt tie 1950, cosine similarity=0.15
belt tie 1960, cosine similarity=0.20
belt tie 1970, cosine similarity=0.22
belt tie 1980, cosine similarity=0.23

belt fat 1930, cosine similarity=0.05
belt fat 1940, cosine similarity=0.05
belt fat 1950, cosine similarity=0.05
belt fat 1960, cosine similarity=0.13
belt fat 1970, cosine similarity=0.04
belt fat 1980, cosine similarity=0.05

belt rope 1930, cosine similarity=0.31
belt rope 1940, cosine similarity=0.26
belt rope 1950, cosine similarity=0.35
belt rope 1960, cosine similarity=0.32
belt rope 1970, cosine similarity=0.31
belt rope 1980, cosine similarity=0.36

belt strap 1930, cosine similarity=0.30
belt strap 1940, cosine similarity=0.25
belt strap 1950, cosine similarity=0.33
belt strap 1960, cosine similarity=0.29
belt strap 1970, cosine similarity=0.29
belt strap 1980, cosine similarity=0.34

belt tight 1930, cosine similarity=0.25
belt tight 1940, cosine similarity=0.22
belt tight 1950, cosine similarity=0.30
belt tight 1960, cosine similarity=0.21
belt tight 1970, cosine similarity=0.19
belt tight 1980, cosine similarity=0.26

bench sit 1930, cosine similarity=0.35
bench sit 1940, cosine similarity=0.39
bench sit 1950, cosine similarity=0.39
bench sit 1960, cosine similarity=0.41
bench sit 1970, cosine similarity=0.41
bench sit 1980, cosine similarity=0.44

bench seat 1930, cosine similarity=0.38
bench seat 1940, cosine similarity=0.39
bench seat 1950, cosine similarity=0.39
bench seat 1960, cosine similarity=0.37
bench seat 1970, cosine similarity=0.40
bench seat 1980, cosine similarity=0.45

bench park 1930, cosine similarity=0.26
bench park 1940, cosine similarity=0.29
bench park 1950, cosine similarity=0.30
bench park 1960, cosine similarity=0.26
bench park 1970, cosine similarity=0.23
bench park 1980, cosine similarity=0.24

bench chair 1930, cosine similarity=0.44
bench chair 1940, cosine similarity=0.42
bench chair 1950, cosine similarity=0.41
bench chair 1960, cosine similarity=0.40
bench chair 1970, cosine similarity=0.40
bench chair 1980, cosine similarity=0.47

bench johnny 1930, cosine similarity=0.08
bench johnny 1940, cosine similarity=0.04
bench johnny 1950, cosine similarity=-0.03
bench johnny 1960, cosine similarity=0.10
bench johnny 1970, cosine similarity=0.02
bench johnny 1980, cosine similarity=0.03

bench press 1930, cosine similarity=0.09
bench press 1940, cosine similarity=0.08
bench press 1950, cosine similarity=0.05
bench press 1960, cosine similarity=0.12
bench press 1970, cosine similarity=0.08
bench press 1980, cosine similarity=0.13

bench table 1930, cosine similarity=0.25
bench table 1940, cosine similarity=0.28
bench table 1950, cosine similarity=0.29
bench table 1960, cosine similarity=0.21
bench table 1970, cosine similarity=0.25
bench table 1980, cosine similarity=0.26

bench warmer 1930, cosine similarity=-0.05
bench warmer 1940, cosine similarity=-0.01
bench warmer 1950, cosine similarity=-0.05
bench warmer 1960, cosine similarity=-0.05
bench warmer 1970, cosine similarity=0.03
bench warmer 1980, cosine similarity=0.04

bench wood 1930, cosine similarity=0.07
bench wood 1940, cosine similarity=0.11
bench wood 1950, cosine similarity=0.12
bench wood 1960, cosine similarity=0.13
bench wood 1970, cosine similarity=0.11
bench wood 1980, cosine similarity=0.14

bench stool 1930, cosine similarity=0.32
bench stool 1940, cosine similarity=0.37
bench stool 1950, cosine similarity=0.39
bench stool 1960, cosine similarity=0.30
bench stool 1970, cosine similarity=0.36
bench stool 1980, cosine similarity=0.34

bench baseball 1930, cosine similarity=0.07
bench baseball 1940, cosine similarity=0.13
bench baseball 1950, cosine similarity=0.14
bench baseball 1960, cosine similarity=0.11
bench baseball 1970, cosine similarity=0.10
bench baseball 1980, cosine similarity=0.12

bench basketball 1930, cosine similarity=0.13
bench basketball 1940, cosine similarity=0.15
bench basketball 1950, cosine similarity=0.17
bench basketball 1960, cosine similarity=0.09
bench basketball 1970, cosine similarity=0.12
bench basketball 1980, cosine similarity=0.15

bench football 1930, cosine similarity=0.11
bench football 1940, cosine similarity=0.15
bench football 1950, cosine similarity=0.15
bench football 1960, cosine similarity=0.12
bench football 1970, cosine similarity=0.09
bench football 1980, cosine similarity=0.07

bench hard 1930, cosine similarity=0.13
bench hard 1940, cosine similarity=0.09
bench hard 1950, cosine similarity=0.11
bench hard 1960, cosine similarity=0.11
bench hard 1970, cosine similarity=0.08
bench hard 1980, cosine similarity=0.13

bend break 1930, cosine similarity=0.23
bend break 1940, cosine similarity=0.24
bend break 1950, cosine similarity=0.24
bend break 1960, cosine similarity=0.25
bend break 1970, cosine similarity=0.23
bend break 1980, cosine similarity=0.26

bend twist 1930, cosine similarity=0.31
bend twist 1940, cosine similarity=0.30
bend twist 1950, cosine similarity=0.26
bend twist 1960, cosine similarity=0.23
bend twist 1970, cosine similarity=0.33
bend twist 1980, cosine similarity=0.33

bend flexible 1930, cosine similarity=0.17
bend flexible 1940, cosine similarity=0.14
bend flexible 1950, cosine similarity=0.13
bend flexible 1960, cosine similarity=0.06
bend flexible 1970, cosine similarity=0.11
bend flexible 1980, cosine similarity=0.15

bend fold 1930, cosine similarity=0.05
bend fold 1940, cosine similarity=0.01
bend fold 1950, cosine similarity=-0.01
bend fold 1960, cosine similarity=0.12
bend fold 1970, cosine similarity=0.13
bend fold 1980, cosine similarity=0.12

bend backward 1930, cosine similarity=0.21
bend backward 1940, cosine similarity=0.15
bend backward 1950, cosine similarity=0.16
bend backward 1960, cosine similarity=0.19
bend backward 1970, cosine similarity=0.23
bend backward 1980, cosine similarity=0.21

bend curve 1930, cosine similarity=0.35
bend curve 1940, cosine similarity=0.25
bend curve 1950, cosine similarity=0.32
bend curve 1960, cosine similarity=0.20
bend curve 1970, cosine similarity=0.23
bend curve 1980, cosine similarity=0.19

bend over 1930, cosine similarity=0.08
bend over 1940, cosine similarity=0.13
bend over 1950, cosine similarity=0.11
bend over 1960, cosine similarity=0.14
bend over 1970, cosine similarity=0.09
bend over 1980, cosine similarity=0.08

bend straighten 1930, cosine similarity=0.21
bend straighten 1940, cosine similarity=0.29
bend straighten 1950, cosine similarity=0.21
bend straighten 1960, cosine similarity=0.26
bend straighten 1970, cosine similarity=0.21
bend straighten 1980, cosine similarity=0.24

bend stretch 1930, cosine similarity=0.25
bend stretch 1940, cosine similarity=0.25
bend stretch 1950, cosine similarity=0.23
bend stretch 1960, cosine similarity=0.20
bend stretch 1970, cosine similarity=0.34
bend stretch 1980, cosine similarity=0.31

bend exercise 1930, cosine similarity=-0.06
bend exercise 1940, cosine similarity=0.04
bend exercise 1950, cosine similarity=-0.04
bend exercise 1960, cosine similarity=-0.02
bend exercise 1970, cosine similarity=0.05
bend exercise 1980, cosine similarity=-0.06

bend straight 1930, cosine similarity=0.18
bend straight 1940, cosine similarity=0.11
bend straight 1950, cosine similarity=0.17
bend straight 1960, cosine similarity=0.18
bend straight 1970, cosine similarity=0.20
bend straight 1980, cosine similarity=0.23

bend turn 1930, cosine similarity=0.22
bend turn 1940, cosine similarity=0.23
bend turn 1950, cosine similarity=0.19
bend turn 1960, cosine similarity=0.15
bend turn 1970, cosine similarity=0.14
bend turn 1980, cosine similarity=0.13

bend down 1930, cosine similarity=0.26
bend down 1940, cosine similarity=0.23
bend down 1950, cosine similarity=0.20
bend down 1960, cosine similarity=0.21
bend down 1970, cosine similarity=0.27
bend down 1980, cosine similarity=0.27

bend move 1930, cosine similarity=0.23
bend move 1940, cosine similarity=0.18
bend move 1950, cosine similarity=0.19
bend move 1960, cosine similarity=0.20
bend move 1970, cosine similarity=0.18
bend move 1980, cosine similarity=0.24

bend ply 1930, cosine similarity=0.06
bend ply 1940, cosine similarity=0.06
bend ply 1950, cosine similarity=0.08
bend ply 1960, cosine similarity=0.04
bend ply 1970, cosine similarity=0.11
