tab soda 1930, cosine similarity=0.00
uncle old 1930, cosine similarity=0.17
uncle old 1940, cosine similarity=0.26
uncle old 1950, cosine similarity=0.23
uncle old 1960, cosine similarity=0.18
uncle old 1970, cosine similarity=0.23
uncle old 1980, cosine similarity=0.20

unclear clear 1930, cosine similarity=0.00
unclear clear 1940, cosine similarity=0.00
unclear clear 1950, cosine similarity=0.17
unclear clear 1960, cosine similarity=0.23
unclear clear 1970, cosine similarity=0.32
unclear clear 1980, cosine similarity=0.29

unclear fog 1930, cosine similarity=0.00
unclear fog 1940, cosine similarity=0.00
unclear fog 1950, cosine similarity=0.01
unclear fog 1960, cosine similarity=-0.01
unclear fog 1970, cosine similarity=0.01
unclear fog 1980, cosine similarity=0.03

unclear confused 1930, cosine similarity=0.00
unclear confused 1940, cosine similarity=0.00
unclear confused 1950, cosine similarity=0.11
unclear confused 1960, cosine similarity=0.25
unclear confused 1970, cosine similarity=0.25
unclear confused 1980, cosine similarity=0.31

unclear blurry 1930, cosine similarity=0.00
unclear blurry 1940, cosine similarity=0.00
unclear blurry 1950, cosine similarity=0.00
unclear blurry 1960, cosine similarity=0.00
unclear blurry 1970, cosine similarity=0.00
unclear blurry 1980, cosine similarity=0.00

unclear vague 1930, cosine similarity=0.00
unclear vague 1940, cosine similarity=0.00
unclear vague 1950, cosine similarity=0.16
unclear vague 1960, cosine similarity=0.17
unclear vague 1970, cosine similarity=0.29
unclear vague 1980, cosine similarity=0.25

unclear ambiguous 1930, cosine similarity=0.00
unclear ambiguous 1940, cosine similarity=0.00
unclear ambiguous 1950, cosine similarity=0.15
unclear ambiguous 1960, cosine similarity=0.25
unclear ambiguous 1970, cosine similarity=0.35
unclear ambiguous 1980, cosine similarity=0.40

unclear fuzzy 1930, cosine similarity=0.00
unclear fuzzy 1940, cosine similarity=0.00
unclear fuzzy 1950, cosine similarity=0.00
unclear fuzzy 1960, cosine similarity=0.10
unclear fuzzy 1970, cosine similarity=0.02
unclear fuzzy 1980, cosine similarity=-0.03

unclear hazy 1930, cosine similarity=0.00
unclear hazy 1940, cosine similarity=0.00
unclear hazy 1950, cosine similarity=0.08
unclear hazy 1960, cosine similarity=0.16
unclear hazy 1970, cosine similarity=0.16
unclear hazy 1980, cosine similarity=0.05

unclear uncertain 1930, cosine similarity=0.00
unclear uncertain 1940, cosine similarity=0.00
unclear uncertain 1950, cosine similarity=0.17
unclear uncertain 1960, cosine similarity=0.25
unclear uncertain 1970, cosine similarity=0.38
unclear uncertain 1980, cosine similarity=0.43

unclear cloudy 1930, cosine similarity=0.00
unclear cloudy 1940, cosine similarity=0.00
unclear cloudy 1950, cosine similarity=0.05
unclear cloudy 1960, cosine similarity=-0.03
unclear cloudy 1970, cosine similarity=0.08
unclear cloudy 1980, cosine similarity=0.06

unclear unsure 1930, cosine similarity=0.00
unclear unsure 1940, cosine similarity=0.00
unclear unsure 1950, cosine similarity=0.08
unclear unsure 1960, cosine similarity=0.16
unclear unsure 1970, cosine similarity=0.24
unclear unsure 1980, cosine similarity=0.32

unclear abstract 1930, cosine similarity=0.00
unclear abstract 1940, cosine similarity=0.00
unclear abstract 1950, cosine similarity=-0.01
unclear abstract 1960, cosine similarity=0.15
unclear abstract 1970, cosine similarity=0.08
unclear abstract 1980, cosine similarity=0.11

unclear what 1930, cosine similarity=0.00
unclear what 1940, cosine similarity=0.00
unclear what 1950, cosine similarity=0.19
unclear what 1960, cosine similarity=0.34
unclear what 1970, cosine similarity=0.35
unclear what 1980, cosine similarity=0.39

unclear huh 1930, cosine similarity=0.00
unclear huh 1940, cosine similarity=0.00
unclear huh 1950, cosine similarity=0.04
unclear huh 1960, cosine similarity=0.14
unclear huh 1970, cosine similarity=0.10
unclear huh 1980, cosine similarity=0.10

unclear incomprehensible 1930, cosine similarity=0.00
unclear incomprehensible 1940, cosine similarity=0.00
unclear incomprehensible 1950, cosine similarity=0.22
unclear incomprehensible 1960, cosine similarity=0.24
unclear incomprehensible 1970, cosine similarity=0.09
unclear incomprehensible 1980, cosine similarity=0.14

unclear nuclear 1930, cosine similarity=0.00
unclear nuclear 1940, cosine similarity=0.00
unclear nuclear 1950, cosine similarity=0.03
unclear nuclear 1960, cosine similarity=-0.04
unclear nuclear 1970, cosine similarity=-0.04
unclear nuclear 1980, cosine similarity=-0.18

unclear understand 1930, cosine similarity=0.00
unclear understand 1940, cosine similarity=0.00
unclear understand 1950, cosine similarity=0.13
unclear understand 1960, cosine similarity=0.25
unclear understand 1970, cosine similarity=0.26
unclear understand 1980, cosine similarity=0.28

uncomfortable pain 1930, cosine similarity=0.20
uncomfortable pain 1940, cosine similarity=0.24
uncomfortable pain 1950, cosine similarity=0.20
uncomfortable pain 1960, cosine similarity=0.23
uncomfortable pain 1970, cosine similarity=0.20
uncomfortable pain 1980, cosine similarity=0.21

uncomfortable chair 1930, cosine similarity=0.15
uncomfortable chair 1940, cosine similarity=0.16
uncomfortable chair 1950, cosine similarity=0.15
uncomfortable chair 1960, cosine similarity=0.21
uncomfortable chair 1970, cosine similarity=0.15
uncomfortable chair 1980, cosine similarity=0.24

uncomfortable uneasy 1930, cosine similarity=0.51
uncomfortable uneasy 1940, cosine similarity=0.56
uncomfortable uneasy 1950, cosine similarity=0.50
uncomfortable uneasy 1960, cosine similarity=0.45
uncomfortable uneasy 1970, cosine similarity=0.42
uncomfortable uneasy 1980, cosine similarity=0.43

uncomfortable comfortable 1930, cosine similarity=0.48
uncomfortable comfortable 1940, cosine similarity=0.42
uncomfortable comfortable 1950, cosine similarity=0.44
uncomfortable comfortable 1960, cosine similarity=0.39
uncomfortable comfortable 1970, cosine similarity=0.43
uncomfortable comfortable 1980, cosine similarity=0.49

uncomfortable nervous 1930, cosine similarity=0.15
uncomfortable nervous 1940, cosine similarity=0.18
uncomfortable nervous 1950, cosine similarity=0.17
uncomfortable nervous 1960, cosine similarity=0.19
uncomfortable nervous 1970, cosine similarity=0.13
uncomfortable nervous 1980, cosine similarity=0.19

uncomfortable cold 1930, cosine similarity=0.32
uncomfortable cold 1940, cosine similarity=0.32
uncomfortable cold 1950, cosine similarity=0.27
uncomfortable cold 1960, cosine similarity=0.29
uncomfortable cold 1970, cosine similarity=0.24
uncomfortable cold 1980, cosine similarity=0.25

uncomfortable hot 1930, cosine similarity=0.29
uncomfortable hot 1940, cosine similarity=0.31
uncomfortable hot 1950, cosine similarity=0.26
uncomfortable hot 1960, cosine similarity=0.31
uncomfortable hot 1970, cosine similarity=0.26
uncomfortable hot 1980, cosine similarity=0.27

uncomfortable itchy 1930, cosine similarity=0.00
uncomfortable itchy 1940, cosine similarity=0.00
uncomfortable itchy 1950, cosine similarity=0.00
uncomfortable itchy 1960, cosine similarity=0.00
uncomfortable itchy 1970, cosine similarity=0.00
uncomfortable itchy 1980, cosine similarity=0.00

uncomfortable move 1930, cosine similarity=0.17
uncomfortable move 1940, cosine similarity=0.14
uncomfortable move 1950, cosine similarity=0.12
uncomfortable move 1960, cosine similarity=0.15
uncomfortable move 1970, cosine similarity=0.24
uncomfortable move 1980, cosine similarity=0.21

uncomfortable relaxed 1930, cosine similarity=0.22
uncomfortable relaxed 1940, cosine similarity=0.30
uncomfortable relaxed 1950, cosine similarity=0.29
uncomfortable relaxed 1960, cosine similarity=0.30
uncomfortable relaxed 1970, cosine similarity=0.44
uncomfortable relaxed 1980, cosine similarity=0.44

uncomfortable seat 1930, cosine similarity=0.11
uncomfortable seat 1940, cosine similarity=0.06
uncomfortable seat 1950, cosine similarity=0.08
uncomfortable seat 1960, cosine similarity=0.09
uncomfortable seat 1970, cosine similarity=0.10
uncomfortable seat 1980, cosine similarity=0.11

uncomfortable situation 1930, cosine similarity=0.15
uncomfortable situation 1940, cosine similarity=0.16
uncomfortable situation 1950, cosine similarity=0.16
uncomfortable situation 1960, cosine similarity=0.28
uncomfortable situation 1970, cosine similarity=0.26
uncomfortable situation 1980, cosine similarity=0.21

uncomfortable tight 1930, cosine similarity=0.16
uncomfortable tight 1940, cosine similarity=0.18
uncomfortable tight 1950, cosine similarity=0.15
uncomfortable tight 1960, cosine similarity=0.24
uncomfortable tight 1970, cosine similarity=0.23
uncomfortable tight 1980, cosine similarity=0.20

uncomfortable bed 1930, cosine similarity=0.26
uncomfortable bed 1940, cosine similarity=0.20
uncomfortable bed 1950, cosine similarity=0.18
uncomfortable bed 1960, cosine similarity=0.26
uncomfortable bed 1970, cosine similarity=0.17
uncomfortable bed 1980, cosine similarity=0.17

uncomfortable floor 1930, cosine similarity=0.08
uncomfortable floor 1940, cosine similarity=0.10
uncomfortable floor 1950, cosine similarity=0.08
uncomfortable floor 1960, cosine similarity=0.09
uncomfortable floor 1970, cosine similarity=0.04
uncomfortable floor 1980, cosine similarity=0.13

uncomfortable hard 1930, cosine similarity=0.18
uncomfortable hard 1940, cosine similarity=0.15
uncomfortable hard 1950, cosine similarity=0.22
uncomfortable hard 1960, cosine similarity=0.19
uncomfortable hard 1970, cosine similarity=0.24
uncomfortable hard 1980, cosine similarity=0.24

uncomfortable hurt 1930, cosine similarity=0.12
uncomfortable hurt 1940, cosine similarity=0.21
uncomfortable hurt 1950, cosine similarity=0.26
uncomfortable hurt 1960, cosine similarity=0.20
uncomfortable hurt 1970, cosine similarity=0.27
uncomfortable hurt 1980, cosine similarity=0.28

uncomfortable position 1930, cosine similarity=0.20
uncomfortable position 1940, cosine similarity=0.13
uncomfortable position 1950, cosine similarity=0.12
uncomfortable position 1960, cosine similarity=0.24
uncomfortable position 1970, cosine similarity=0.27
uncomfortable position 1980, cosine similarity=0.19

uncomfortable tense 1930, cosine similarity=0.22
uncomfortable tense 1940, cosine similarity=0.28
uncomfortable tense 1950, cosine similarity=0.30
uncomfortable tense 1960, cosine similarity=0.30
uncomfortable tense 1970, cosine similarity=0.31
uncomfortable tense 1980, cosine similarity=0.27

uncommon common 1930, cosine similarity=0.26
uncommon common 1940, cosine similarity=0.24
uncommon common 1950, cosine similarity=0.25
uncommon common 1960, cosine similarity=0.23
uncommon common 1970, cosine similarity=0.32
uncommon common 1980, cosine similarity=0.34

uncommon rare 1930, cosine similarity=0.53
uncommon rare 1940, cosine similarity=0.55
uncommon rare 1950, cosine similarity=0.60
uncommon rare 1960, cosine similarity=0.56
uncommon rare 1970, cosine similarity=0.52
uncommon rare 1980, cosine similarity=0.57

uncommon unusual 1930, cosine similarity=0.51
uncommon unusual 1940, cosine similarity=0.48
uncommon unusual 1950, cosine similarity=0.50
uncommon unusual 1960, cosine similarity=0.51
uncommon unusual 1970, cosine similarity=0.42
uncommon unusual 1980, cosine similarity=0.51

uncommon weird 1930, cosine similarity=0.15
uncommon weird 1940, cosine similarity=0.10
uncommon weird 1950, cosine similarity=0.08
uncommon weird 1960, cosine similarity=0.05
uncommon weird 1970, cosine similarity=0.02
uncommon weird 1980, cosine similarity=0.16

uncommon unique 1930, cosine similarity=0.24
uncommon unique 1940, cosine similarity=0.18
uncommon unique 1950, cosine similarity=0.22
uncommon unique 1960, cosine similarity=0.18
uncommon unique 1970, cosine similarity=0.24
uncommon unique 1980, cosine similarity=0.24

uncommon different 1930, cosine similarity=0.06
uncommon different 1940, cosine similarity=0.03
uncommon different 1950, cosine similarity=0.07
uncommon different 1960, cosine similarity=0.11
uncommon different 1970, cosine similarity=0.09
uncommon different 1980, cosine similarity=0.06

uncommon strange 1930, cosine similarity=0.26
uncommon strange 1940, cosine similarity=0.29
uncommon strange 1950, cosine similarity=0.28
uncommon strange 1960, cosine similarity=0.25
uncommon strange 1970, cosine similarity=0.24
uncommon strange 1980, cosine similarity=0.24

uncommon valor 1930, cosine similarity=0.05
uncommon valor 1940, cosine similarity=0.07
uncommon valor 1950, cosine similarity=0.09
uncommon valor 1960, cosine similarity=0.07
uncommon valor 1970, cosine similarity=0.04
uncommon valor 1980, cosine similarity=0.04

uncommon unknown 1930, cosine similarity=0.23
uncommon unknown 1940, cosine similarity=0.16
uncommon unknown 1950, cosine similarity=0.22
uncommon unknown 1960, cosine similarity=0.23
uncommon unknown 1970, cosine similarity=0.20
uncommon unknown 1980, cosine similarity=0.29

uncommon odd 1930, cosine similarity=0.12
uncommon odd 1940, cosine similarity=0.15
uncommon odd 1950, cosine similarity=0.19
uncommon odd 1960, cosine similarity=0.20
uncommon odd 1970, cosine similarity=0.12
uncommon odd 1980, cosine similarity=0.16

uncommon peace 1930, cosine similarity=-0.11
uncommon peace 1940, cosine similarity=-0.15
uncommon peace 1950, cosine similarity=-0.09
uncommon peace 1960, cosine similarity=-0.11
uncommon peace 1970, cosine similarity=-0.06
uncommon peace 1980, cosine similarity=-0.06

uncommon trait 1930, cosine similarity=0.21
uncommon trait 1940, cosine similarity=0.27
uncommon trait 1950, cosine similarity=0.19
uncommon trait 1960, cosine similarity=0.24
uncommon trait 1970, cosine similarity=0.26
uncommon trait 1980, cosine similarity=0.16

unconscious asleep 1930, cosine similarity=0.29
unconscious asleep 1940, cosine similarity=0.22
unconscious asleep 1950, cosine similarity=0.23
unconscious asleep 1960, cosine similarity=0.21
unconscious asleep 1970, cosine similarity=0.27
unconscious asleep 1980, cosine similarity=0.26

unconscious coma 1930, cosine similarity=0.20
unconscious coma 1940, cosine similarity=0.24
unconscious coma 1950, cosine similarity=0.28
unconscious coma 1960, cosine similarity=0.18
unconscious coma 1970, cosine similarity=0.23
unconscious coma 1980, cosine similarity=0.26

unconscious dead 1930, cosine similarity=0.16
unconscious dead 1940, cosine similarity=0.16
unconscious dead 1950, cosine similarity=0.18
unconscious dead 1960, cosine similarity=0.15
unconscious dead 1970, cosine similarity=0.14
unconscious dead 1980, cosine similarity=0.20

unconscious out 1930, cosine similarity=0.05
unconscious out 1940, cosine similarity=0.07
unconscious out 1950, cosine similarity=0.03
unconscious out 1960, cosine similarity=0.03
unconscious out 1970, cosine similarity=0.08
unconscious out 1980, cosine similarity=0.07

unconscious sleep 1930, cosine similarity=0.22
unconscious sleep 1940, cosine similarity=0.29
unconscious sleep 1950, cosine similarity=0.19
unconscious sleep 1960, cosine similarity=0.20
unconscious sleep 1970, cosine similarity=0.17
unconscious sleep 1980, cosine similarity=0.17

unconscious conscious 1930, cosine similarity=0.53
unconscious conscious 1940, cosine similarity=0.47
unconscious conscious 1950, cosine similarity=0.50
unconscious conscious 1960, cosine similarity=0.52
unconscious conscious 1970, cosine similarity=0.45
unconscious conscious 1980, cosine similarity=0.44

unconscious pass out 1930, cosine similarity=0.00
unconscious pass out 1940, cosine similarity=0.00
unconscious pass out 1950, cosine similarity=0.00
unconscious pass out 1960, cosine similarity=0.00
unconscious pass out 1970, cosine similarity=0.00
unconscious pass out 1980, cosine similarity=0.00
