gag choke 1930, cosine similarity=0.18
hour glass 1980, cosine similarity=0.08

hours minutes 1930, cosine similarity=0.55
hours minutes 1940, cosine similarity=0.56
hours minutes 1950, cosine similarity=0.55
hours minutes 1960, cosine similarity=0.59
hours minutes 1970, cosine similarity=0.53
hours minutes 1980, cosine similarity=0.57

hours days 1930, cosine similarity=0.51
hours days 1940, cosine similarity=0.50
hours days 1950, cosine similarity=0.54
hours days 1960, cosine similarity=0.56
hours days 1970, cosine similarity=0.58
hours days 1980, cosine similarity=0.58

hours time 1930, cosine similarity=0.27
hours time 1940, cosine similarity=0.33
hours time 1950, cosine similarity=0.30
hours time 1960, cosine similarity=0.38
hours time 1970, cosine similarity=0.33
hours time 1980, cosine similarity=0.37

hours long 1930, cosine similarity=0.26
hours long 1940, cosine similarity=0.21
hours long 1950, cosine similarity=0.24
hours long 1960, cosine similarity=0.25
hours long 1970, cosine similarity=0.25
hours long 1980, cosine similarity=0.28

hours late 1930, cosine similarity=0.10
hours late 1940, cosine similarity=0.17
hours late 1950, cosine similarity=0.14
hours late 1960, cosine similarity=0.17
hours late 1970, cosine similarity=0.15
hours late 1980, cosine similarity=0.18

hours after 1930, cosine similarity=0.41
hours after 1940, cosine similarity=0.35
hours after 1950, cosine similarity=0.38
hours after 1960, cosine similarity=0.44
hours after 1970, cosine similarity=0.45
hours after 1980, cosine similarity=0.43

hours ago 1930, cosine similarity=0.22
hours ago 1940, cosine similarity=0.22
hours ago 1950, cosine similarity=0.28
hours ago 1960, cosine similarity=0.27
hours ago 1970, cosine similarity=0.29
hours ago 1980, cosine similarity=0.30

hours credit 1930, cosine similarity=0.05
hours credit 1940, cosine similarity=0.03
hours credit 1950, cosine similarity=-0.01
hours credit 1960, cosine similarity=-0.05
hours credit 1970, cosine similarity=0.02
hours credit 1980, cosine similarity=0.04

hours glass 1930, cosine similarity=0.06
hours glass 1940, cosine similarity=-0.02
hours glass 1950, cosine similarity=-0.01
hours glass 1960, cosine similarity=0.04
hours glass 1970, cosine similarity=0.02
hours glass 1980, cosine similarity=0.01

hours life 1930, cosine similarity=0.08
hours life 1940, cosine similarity=0.15
hours life 1950, cosine similarity=0.10
hours life 1960, cosine similarity=0.11
hours life 1970, cosine similarity=0.12
hours life 1980, cosine similarity=0.10

hours many 1930, cosine similarity=0.08
hours many 1940, cosine similarity=0.09
hours many 1950, cosine similarity=0.02
hours many 1960, cosine similarity=0.06
hours many 1970, cosine similarity=0.05
hours many 1980, cosine similarity=0.03

hours study 1930, cosine similarity=0.03
hours study 1940, cosine similarity=0.04
hours study 1950, cosine similarity=-0.02
hours study 1960, cosine similarity=-0.00
hours study 1970, cosine similarity=-0.00
hours study 1980, cosine similarity=-0.03

hours twenty four 1930, cosine similarity=0.00
hours twenty four 1940, cosine similarity=0.00
hours twenty four 1950, cosine similarity=0.00
hours twenty four 1960, cosine similarity=0.00
hours twenty four 1970, cosine similarity=0.00
hours twenty four 1980, cosine similarity=0.00

hours two 1930, cosine similarity=0.21
hours two 1940, cosine similarity=0.27
hours two 1950, cosine similarity=0.17
hours two 1960, cosine similarity=0.23
hours two 1970, cosine similarity=0.28
hours two 1980, cosine similarity=0.26

hours work 1930, cosine similarity=0.20
hours work 1940, cosine similarity=0.18
hours work 1950, cosine similarity=0.19
hours work 1960, cosine similarity=0.22
hours work 1970, cosine similarity=0.31
hours work 1980, cosine similarity=0.25

house home 1930, cosine similarity=0.22
house home 1940, cosine similarity=0.32
house home 1950, cosine similarity=0.21
house home 1960, cosine similarity=0.30
house home 1970, cosine similarity=0.32
house home 1980, cosine similarity=0.31

house apartment 1930, cosine similarity=0.40
house apartment 1940, cosine similarity=0.50
house apartment 1950, cosine similarity=0.48
house apartment 1960, cosine similarity=0.39
house apartment 1970, cosine similarity=0.44
house apartment 1980, cosine similarity=0.42

house family 1930, cosine similarity=0.31
house family 1940, cosine similarity=0.26
house family 1950, cosine similarity=0.24
house family 1960, cosine similarity=0.21
house family 1970, cosine similarity=0.22
house family 1980, cosine similarity=0.14

house building 1930, cosine similarity=0.31
house building 1940, cosine similarity=0.36
house building 1950, cosine similarity=0.30
house building 1960, cosine similarity=0.30
house building 1970, cosine similarity=0.26
house building 1980, cosine similarity=0.30

house live 1930, cosine similarity=0.11
house live 1940, cosine similarity=0.17
house live 1950, cosine similarity=0.04
house live 1960, cosine similarity=0.12
house live 1970, cosine similarity=0.12
house live 1980, cosine similarity=0.14

house roof 1930, cosine similarity=0.27
house roof 1940, cosine similarity=0.29
house roof 1950, cosine similarity=0.27
house roof 1960, cosine similarity=0.30
house roof 1970, cosine similarity=0.24
house roof 1980, cosine similarity=0.27

house boat 1930, cosine similarity=0.15
house boat 1940, cosine similarity=0.22
house boat 1950, cosine similarity=0.15
house boat 1960, cosine similarity=0.17
house boat 1970, cosine similarity=0.12
house boat 1980, cosine similarity=0.11

house room 1930, cosine similarity=0.37
house room 1940, cosine similarity=0.38
house room 1950, cosine similarity=0.31
house room 1960, cosine similarity=0.27
house room 1970, cosine similarity=0.33
house room 1980, cosine similarity=0.32

house yard 1930, cosine similarity=0.27
house yard 1940, cosine similarity=0.31
house yard 1950, cosine similarity=0.31
house yard 1960, cosine similarity=0.27
house yard 1970, cosine similarity=0.29
house yard 1980, cosine similarity=0.28

house brick 1930, cosine similarity=0.24
house brick 1940, cosine similarity=0.28
house brick 1950, cosine similarity=0.32
house brick 1960, cosine similarity=0.31
house brick 1970, cosine similarity=0.31
house brick 1980, cosine similarity=0.30

house dog 1930, cosine similarity=0.04
house dog 1940, cosine similarity=0.06
house dog 1950, cosine similarity=0.10
house dog 1960, cosine similarity=0.08
house dog 1970, cosine similarity=0.03
house dog 1980, cosine similarity=0.11

house hut 1930, cosine similarity=0.33
house hut 1940, cosine similarity=0.42
house hut 1950, cosine similarity=0.37
house hut 1960, cosine similarity=0.34
house hut 1970, cosine similarity=0.37
house hut 1980, cosine similarity=0.37

house paint 1930, cosine similarity=-0.03
house paint 1940, cosine similarity=-0.06
house paint 1950, cosine similarity=-0.02
house paint 1960, cosine similarity=-0.07
house paint 1970, cosine similarity=-0.01
house paint 1980, cosine similarity=0.01

how why 1930, cosine similarity=0.47
how why 1940, cosine similarity=0.44
how why 1950, cosine similarity=0.43
how why 1960, cosine similarity=0.47
how why 1970, cosine similarity=0.45
how why 1980, cosine similarity=0.49

how to 1930, cosine similarity=0.15
how to 1940, cosine similarity=0.16
how to 1950, cosine similarity=0.12
how to 1960, cosine similarity=0.17
how to 1970, cosine similarity=0.30
how to 1980, cosine similarity=0.32

how when 1930, cosine similarity=0.24
how when 1940, cosine similarity=0.19
how when 1950, cosine similarity=0.20
how when 1960, cosine similarity=0.21
how when 1970, cosine similarity=0.31
how when 1980, cosine similarity=0.28

how question 1930, cosine similarity=0.16
how question 1940, cosine similarity=0.19
how question 1950, cosine similarity=0.20
how question 1960, cosine similarity=0.34
how question 1970, cosine similarity=0.31
how question 1980, cosine similarity=0.37

how what 1930, cosine similarity=0.50
how what 1940, cosine similarity=0.43
how what 1950, cosine similarity=0.46
how what 1960, cosine similarity=0.52
how what 1970, cosine similarity=0.50
how what 1980, cosine similarity=0.48

how do 1930, cosine similarity=0.45
how do 1940, cosine similarity=0.39
how do 1950, cosine similarity=0.40
how do 1960, cosine similarity=0.47
how do 1970, cosine similarity=0.42
how do 1980, cosine similarity=0.51

how much 1930, cosine similarity=0.37
how much 1940, cosine similarity=0.40
how much 1950, cosine similarity=0.46
how much 1960, cosine similarity=0.38
how much 1970, cosine similarity=0.44
how much 1980, cosine similarity=0.45

how where 1930, cosine similarity=0.12
how where 1940, cosine similarity=0.11
how where 1950, cosine similarity=0.12
how where 1960, cosine similarity=0.23
how where 1970, cosine similarity=0.22
how where 1980, cosine similarity=0.18

how can 1930, cosine similarity=0.44
how can 1940, cosine similarity=0.30
how can 1950, cosine similarity=0.34
how can 1960, cosine similarity=0.36
how can 1970, cosine similarity=0.35
how can 1980, cosine similarity=0.32

how who 1930, cosine similarity=0.24
how who 1940, cosine similarity=0.18
how who 1950, cosine similarity=0.15
how who 1960, cosine similarity=0.12
how who 1970, cosine similarity=0.23
how who 1980, cosine similarity=0.19

how indian 1930, cosine similarity=-0.07
how indian 1940, cosine similarity=-0.08
how indian 1950, cosine similarity=-0.06
how indian 1960, cosine similarity=-0.11
how indian 1970, cosine similarity=-0.07
how indian 1980, cosine similarity=-0.08

how know 1930, cosine similarity=0.58
how know 1940, cosine similarity=0.58
how know 1950, cosine similarity=0.57
how know 1960, cosine similarity=0.58
how know 1970, cosine similarity=0.58
how know 1980, cosine similarity=0.62

how method 1930, cosine similarity=0.07
how method 1940, cosine similarity=0.06
how method 1950, cosine similarity=0.09
how method 1960, cosine similarity=0.09
how method 1970, cosine similarity=0.05
how method 1980, cosine similarity=0.08

hue color 1930, cosine similarity=0.40
hue color 1940, cosine similarity=0.41
hue color 1950, cosine similarity=0.39
hue color 1960, cosine similarity=0.35
hue color 1970, cosine similarity=0.36
hue color 1980, cosine similarity=0.28

hue cue 1930, cosine similarity=-0.05
hue cue 1940, cosine similarity=0.02
hue cue 1950, cosine similarity=0.11
hue cue 1960, cosine similarity=0.01
hue cue 1970, cosine similarity=-0.02
hue cue 1980, cosine similarity=-0.05

hue hoe 1930, cosine similarity=0.03
hue hoe 1940, cosine similarity=0.03
hue hoe 1950, cosine similarity=0.07
hue hoe 1960, cosine similarity=0.03
hue hoe 1970, cosine similarity=0.09
hue hoe 1980, cosine similarity=0.05

hue rainbow 1930, cosine similarity=0.34
hue rainbow 1940, cosine similarity=0.30
hue rainbow 1950, cosine similarity=0.25
hue rainbow 1960, cosine similarity=0.24
hue rainbow 1970, cosine similarity=0.30
hue rainbow 1980, cosine similarity=0.28

hue shade 1930, cosine similarity=0.27
hue shade 1940, cosine similarity=0.27
hue shade 1950, cosine similarity=0.31
hue shade 1960, cosine similarity=0.30
hue shade 1970, cosine similarity=0.24
hue shade 1980, cosine similarity=0.25

hue tint 1930, cosine similarity=0.36
hue tint 1940, cosine similarity=0.42
hue tint 1950, cosine similarity=0.42
hue tint 1960, cosine similarity=0.40
hue tint 1970, cosine similarity=0.33
hue tint 1980, cosine similarity=0.34

hug kiss 1930, cosine similarity=0.34
hug kiss 1940, cosine similarity=0.44
hug kiss 1950, cosine similarity=0.41
hug kiss 1960, cosine similarity=0.40
hug kiss 1970, cosine similarity=0.50
hug kiss 1980, cosine similarity=0.50

hug love 1930, cosine similarity=0.19
hug love 1940, cosine similarity=0.20
hug love 1950, cosine similarity=0.11
hug love 1960, cosine similarity=0.15
hug love 1970, cosine similarity=0.10
hug love 1980, cosine similarity=0.19

hug squeeze 1930, cosine similarity=0.33
hug squeeze 1940, cosine similarity=0.25
hug squeeze 1950, cosine similarity=0.22
hug squeeze 1960, cosine similarity=0.16
hug squeeze 1970, cosine similarity=0.20
hug squeeze 1980, cosine similarity=0.35

hug embrace 1930, cosine similarity=0.34
hug embrace 1940, cosine similarity=0.19
hug embrace 1950, cosine similarity=0.21
hug embrace 1960, cosine similarity=0.22
hug embrace 1970, cosine similarity=0.26
hug embrace 1980, cosine similarity=0.34

hug affection 1930, cosine similarity=0.12
hug affection 1940, cosine similarity=0.24
hug affection 1950, cosine similarity=0.16
hug affection 1960, cosine similarity=0.18
hug affection 1970, cosine similarity=0.13
hug affection 1980, cosine similarity=0.20

hug hold 1930, cosine similarity=0.11
hug hold 1940, cosine similarity=0.10
hug hold 1950, cosine similarity=0.16
hug hold 1960, cosine similarity=0.13
hug hold 1970, cosine similarity=0.17
hug hold 1980, cosine similarity=0.20

hug cuddle 1930, cosine similarity=0.00
hug cuddle 1940, cosine similarity=0.00
hug cuddle 1950, cosine similarity=0.00
hug cuddle 1960, cosine similarity=0.00
hug cuddle 1970, cosine similarity=0.00
hug cuddle 1980, cosine similarity=0.00

hug arms 1930, cosine similarity=0.18
hug arms 1940, cosine similarity=0.26
hug arms 1950, cosine similarity=0.20
hug arms 1960, cosine similarity=0.22
hug arms 1970, cosine similarity=0.25
hug arms 1980, cosine similarity=0.28

hug bear 1930, cosine similarity=0.18
hug bear 1940, cosine similarity=0.14
hug bear 1950, cosine similarity=0.23
hug bear 1960, cosine similarity=0.18
hug bear 1970, cosine similarity=0.24
hug bear 1980, cosine similarity=0.25

hug caress 1930, cosine similarity=0.22
hug caress 1940, cosine similarity=0.23
hug caress 1950, cosine similarity=0.22
hug caress 1960, cosine similarity=0.24
hug caress 1970, cosine similarity=0.28
hug caress 1980, cosine similarity=0.24

hug tight 1930, cosine similarity=0.24
hug tight 1940, cosine similarity=0.22
hug tight 1950, cosine similarity=0.18
hug tight 1960, cosine similarity=0.24
hug tight 1970, cosine similarity=0.18
hug tight 1980, cosine similarity=0.24

hug touch 1930, cosine similarity=0.09
hug touch 1940, cosine similarity=0.09
hug touch 1950, cosine similarity=0.15
hug touch 1960, cosine similarity=0.16
hug touch 1970, cosine similarity=0.23
hug touch 1980, cosine similarity=0.27

hug warmth 1930, cosine similarity=0.13
hug warmth 1940, cosine similarity=0.16
hug warmth 1950, cosine similarity=0.17
hug warmth 1960, cosine similarity=0.16
hug warmth 1970, cosine similarity=0.16
hug warmth 1980, cosine similarity=0.26

huge big 1930, cosine similarity=0.46
huge big 1940, cosine similarity=0.47
huge big 1950, cosine similarity=0.44
huge big 1960, cosine similarity=0.41
huge big 1970, cosine similarity=0.48
huge big 1980, cosine similarity=0.44

huge small 1930, cosine similarity=0.35
huge small 1940, cosine similarity=0.29
huge small 1950, cosine similarity=0.34
huge small 1960, cosine similarity=0.44
huge small 1970, cosine similarity=0.36
huge small 1980, cosine similarity=0.33

huge large 1930, cosine similarity=0.45
huge large 1940, cosine similarity=0.45
huge large 1950, cosine similarity=0.44
huge large 1960, cosine similarity=0.43
huge large 1970, cosine similarity=0.43
huge large 1980, cosine similarity=0.46

huge building 1930, cosine similarity=0.21
huge building 1940, cosine similarity=0.29
huge building 1950, cosine similarity=0.24
huge building 1960, cosine similarity=0.30
huge building 1970, cosine similarity=0.28
huge building 1980, cosine similarity=0.19

huge fat 1930, cosine similarity=0.13
huge fat 1940, cosine similarity=0.16
huge fat 1950, cosine similarity=0.18
huge fat 1960, cosine similarity=0.21
huge fat 1970, cosine similarity=0.20
huge fat 1980, cosine similarity=0.16

huge dog 1930, cosine similarity=0.18
huge dog 1940, cosine similarity=0.14
huge dog 1950, cosine similarity=0.17
huge dog 1960, cosine similarity=0.15
